Período do ingresso,Turno,Turma,Id. GRACE,Situação,Tipo ingresso,Sexo
2007/1,Noturno,104,423,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2007/1,Noturno,104,424,Abandono 3 semestres sem matrícula,Vestibular 3 Lista,Masculino
2007/1,Noturno,104,425,Término,Vestibular,Masculino
2007/1,Noturno,104,426,Ingressante sem Frequência,Vestibular 3 Lista,Masculino
2007/1,Noturno,104,427,Cancelamento 0 crédito,Vestibular,Masculino
2007/1,Noturno,104,428,Término,Vestibular,Masculino
2007/1,Noturno,104,429,Término,Vestibular,Masculino
2007/1,Noturno,104,430,Ingressante sem Frequência,Vestibular,Masculino
2007/1,Noturno,104,431,Término,Vestibular,Masculino
2007/1,Noturno,104,432,Abandono 3 semestres sem matrícula,Vestibular,Masculino
2007/1,Noturno,104,433,Término,Vestibular,Masculino
2007/1,Noturno,104,434,Término,Vestibular,Masculino
2007/1,Noturno,104,435,Término,Vestibular,Masculino
2007/1,Noturno,104,436,Término,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,437,Cancelamento ultrapassou prazo máximo,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,438,Término,Vestibular,Masculino
2007/1,Noturno,104,439,Término,Vestibular,Masculino
2007/1,Noturno,104,440,Abandono 3 semestres sem matrícula,Vestibular,Feminino
2007/1,Noturno,104,441,Término,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,442,Término,Vestibular,Feminino
2007/1,Noturno,104,443,Abandono 3 semestres sem matrícula,Vestibular,Masculino
2007/1,Noturno,104,444,Término,Vestibular,Masculino
2007/1,Noturno,104,445,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2007/1,Noturno,104,446,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2007/1,Noturno,104,447,Término,Vestibular,Masculino
2007/1,Noturno,104,448,Término,Vestibular,Masculino
2007/1,Noturno,104,449,Transferência USP,Vestibular 2 Lista,Feminino
2007/1,Noturno,104,450,Término,Vestibular,Feminino
2007/1,Noturno,104,451,Término,Vestibular,Masculino
2007/1,Noturno,104,452,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2007/1,Noturno,104,453,Término,Vestibular,Masculino
2007/1,Noturno,104,454,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2007/1,Noturno,104,455,Término,Vestibular,Masculino
2007/1,Noturno,104,456,Término,Vestibular,Masculino
2007/1,Noturno,104,457,Término,Vestibular,Masculino
2007/1,Noturno,104,458,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2007/1,Noturno,104,459,Término,Vestibular 3 Lista,Feminino
2007/1,Noturno,104,460,Desistência a pedido,Vestibular,Masculino
2007/1,Noturno,104,461,Término,Vestibular,Masculino
2007/1,Noturno,104,462,Término,Vestibular,Masculino
2007/1,Noturno,104,463,Desistência a pedido,Vestibular,Masculino
2007/1,Noturno,104,464,Cancelamento 0 crédito,Vestibular,Masculino
2007/1,Noturno,104,465,Abandono 3 semestres sem matrícula,Vestibular,Masculino
2007/1,Noturno,104,466,Término,Vestibular,Feminino
2007/1,Noturno,104,467,Término,Vestibular,Masculino
2007/1,Noturno,104,468,Término,Vestibular,Masculino
2007/1,Noturno,104,469,Término,Vestibular,Masculino
2007/1,Noturno,104,470,Término,Vestibular,Masculino
2007/1,Noturno,104,471,Término,Vestibular,Masculino
2007/1,Noturno,104,472,Término,Vestibular,Masculino
2007/1,Noturno,104,473,Término,Vestibular,Masculino
2007/1,Noturno,104,474,Término,Vestibular,Masculino
2007/1,Noturno,104,475,Término,Vestibular,Masculino
2007/1,Noturno,104,476,Abandono 3 semestres sem matrícula,Vestibular,Feminino
2007/1,Noturno,104,477,Término,Vestibular,Feminino
2007/1,Noturno,104,478,Cancelamento 0 crédito,Vestibular,Masculino
2007/1,Noturno,104,479,Término,Vestibular,Feminino
2007/1,Noturno,104,480,Término,Vestibular,Masculino
2007/1,Noturno,104,481,Término,Vestibular,Masculino
2007/1,Noturno,104,482,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2007/1,Noturno,104,483,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2007/1,Noturno,104,484,Término,Vestibular,Masculino
2007/1,Noturno,104,485,Término,Vestibular,Feminino
2007/1,Noturno,104,486,Término,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,487,Abandono 3 semestres sem matrícula,Vestibular,Masculino
2007/1,Noturno,104,488,Transferência USP,Vestibular,Masculino
2007/1,Noturno,104,489,Cancelamento 0 crédito,Vestibular,Masculino
2007/1,Noturno,104,490,Término,Vestibular 3 Lista,Masculino
2007/1,Noturno,104,491,Término,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,492,Término,Vestibular,Feminino
2007/1,Noturno,104,493,Desistência a pedido,Vestibular,Masculino
2007/1,Noturno,104,494,Término,Vestibular,Masculino
2007/1,Noturno,104,495,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2007/1,Noturno,104,496,Término,Vestibular,Masculino
2007/1,Noturno,104,497,Término,Vestibular,Masculino
2007/1,Noturno,104,498,Cancelamento trancamento 4 semestres,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,499,Cancelamento 0 crédito,Vestibular 3 Lista,Masculino
2007/1,Noturno,104,500,Término,Vestibular,Masculino
2007/1,Noturno,104,501,Término,Vestibular,Masculino
2007/1,Noturno,104,502,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2007/1,Noturno,104,503,Cancelamento 0 crédito,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,504,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Masculino
2007/1,Noturno,104,505,Cancelamento 0 crédito,Vestibular,Masculino
2007/1,Noturno,104,506,Transferência USP,Vestibular,Feminino
2007/1,Noturno,104,507,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2007/1,Noturno,104,508,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2007/1,Noturno,104,509,Término,Vestibular,Masculino
2007/1,Noturno,104,510,Término,Vestibular,Feminino
2007/1,Noturno,104,511,Término,Vestibular,Masculino
2007/1,Noturno,104,512,Cancelamento trancamento 4 semestres,Transf USP,Masculino
2007/1,Noturno,104,513,Término,Vestibular,Masculino
2007/1,Noturno,104,514,Abandono 3 semestres sem matrícula,Vestibular,Masculino
2007/1,Noturno,104,515,Término,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,516,Abandono 3 semestres sem matrícula,Vestibular,Masculino
2007/1,Noturno,104,517,Cancelamento 0 crédito,Vestibular,Masculino
2007/1,Noturno,104,518,Término,Vestibular 2 Lista,Masculino
2007/1,Noturno,104,519,Término,Vestibular,Masculino
2007/1,Noturno,104,520,Término,Vestibular,Masculino
2008/1,Diurno,102,521,Término,Vestibular,Masculino
2008/1,Diurno,102,522,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Diurno,102,523,Ingressante sem Frequência,Vestibular,Masculino
2008/1,Diurno,102,524,Transferência USP,Vestibular 3 Lista,Masculino
2008/1,Diurno,102,525,Transferência USP,Vestibular,Masculino
2008/1,Diurno,102,526,Desistência a pedido,Vestibular,Feminino
2008/1,Diurno,102,527,Término,Vestibular,Masculino
2008/1,Diurno,102,528,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2008/1,Diurno,102,529,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2008/1,Diurno,102,530,Término,Vestibular,Feminino
2008/1,Diurno,102,531,Término,Vestibular,Feminino
2008/1,Diurno,102,532,Término,Vestibular,Masculino
2008/1,Diurno,102,533,Término,Vestibular,Masculino
2008/1,Diurno,102,534,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Diurno,102,535,Término,Vestibular,Masculino
2008/1,Diurno,102,536,Cancelamento 0 crédito em dois semestres,Vestibular,Feminino
2008/1,Diurno,102,537,Término,Vestibular,Masculino
2008/1,Diurno,102,538,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Diurno,102,539,Desistência a pedido,Vestibular,Masculino
2008/1,Diurno,102,540,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2008/1,Diurno,102,541,Término,Vestibular 2 Lista,Masculino
2008/1,Diurno,102,542,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2008/1,Diurno,102,543,Término,Vestibular,Masculino
2008/1,Diurno,102,544,Transferência USP,Vestibular,Masculino
2008/1,Diurno,102,545,Término,Vestibular,Feminino
2008/1,Diurno,102,546,Término,Vestibular,Feminino
2008/1,Diurno,102,547,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Diurno,102,548,Término,Vestibular,Feminino
2008/1,Diurno,102,549,Término,Vestibular,Masculino
2008/1,Diurno,102,550,Término,Vestibular,Masculino
2008/1,Diurno,102,551,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Diurno,102,552,Término,Vestibular,Masculino
2008/1,Diurno,102,553,Término,Transf USP,Feminino
2008/1,Diurno,102,554,Término,Vestibular,Masculino
2008/1,Diurno,102,555,Término,Vestibular,Feminino
2008/1,Diurno,102,556,Cancelamento menos 20% créditos 2 semestres,Vestibular,Feminino
2008/1,Diurno,102,557,Término,Vestibular,Feminino
2008/1,Diurno,102,558,Término,Vestibular,Masculino
2008/1,Diurno,102,559,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Diurno,102,560,Término,Transf USP,Feminino
2008/1,Diurno,102,561,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2008/1,Diurno,102,562,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2008/1,Diurno,102,563,Término,Vestibular,Feminino
2008/1,Diurno,102,564,Cancelamento 0 crédito em dois semestres,Vestibular,Feminino
2008/1,Diurno,102,565,Término,Vestibular,Feminino
2008/1,Diurno,102,566,Cancelamento trancamento 4 semestres,Vestibular 2 Lista,Masculino
2008/1,Diurno,102,567,Término,Vestibular,Masculino
2008/1,Diurno,102,568,Término,Vestibular,Feminino
2008/1,Diurno,102,569,Encerramento novo ingresso,Transf USP,Feminino
2008/1,Diurno,102,570,Término,Vestibular,Feminino
2008/1,Diurno,102,571,Ingressante sem Frequência,Vestibular,Masculino
2008/1,Diurno,102,572,Término,Vestibular,Masculino
2008/1,Diurno,102,573,Término,Vestibular,Masculino
2008/1,Diurno,102,574,Cancelamento menos 20% créditos 2 semestres,Transf USP,Masculino
2008/1,Diurno,102,575,Término,Transf Externa,Masculino
2008/1,Diurno,102,576,Término,Vestibular,Masculino
2008/1,Diurno,102,577,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Noturno,104,578,Término,Vestibular,Masculino
2008/1,Noturno,104,579,Término,Transf USP,Masculino
2008/1,Noturno,104,580,Término,Vestibular,Masculino
2008/1,Noturno,104,581,Término,Transf Externa,Feminino
2008/1,Noturno,104,582,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,583,Término,Vestibular,Masculino
2008/1,Noturno,104,584,Cancelamento ultrapassou prazo máximo,Vestibular 2 Lista,Masculino
2008/1,Noturno,104,585,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Noturno,104,586,Término,Vestibular,Masculino
2008/1,Noturno,104,587,Término,Vestibular,Masculino
2008/1,Noturno,104,588,Cancelamento trancamento 4 semestres,Vestibular,Feminino
2008/1,Noturno,104,589,Término,Vestibular,Feminino
2008/1,Noturno,104,590,Término,Vestibular,Masculino
2008/1,Noturno,104,591,Término,Vestibular,Masculino
2008/1,Noturno,104,592,Término,Vestibular,Masculino
2008/1,Noturno,104,593,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Noturno,104,594,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2008/1,Noturno,104,595,Término,Transf Externa,Masculino
2008/1,Noturno,104,596,Ingressante sem Frequência,Vestibular,Masculino
2008/1,Noturno,104,597,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,598,Término,Vestibular,Feminino
2008/1,Noturno,104,599,Término,Vestibular,Feminino
2008/1,Noturno,104,600,Término,Vestibular,Feminino
2008/1,Noturno,104,601,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2008/1,Noturno,104,602,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Noturno,104,603,Término,Vestibular,Masculino
2008/1,Noturno,104,604,Transferência USP,Vestibular,Masculino
2008/1,Noturno,104,605,Término,Vestibular,Feminino
2008/1,Noturno,104,606,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Noturno,104,607,Transferência USP,Vestibular,Feminino
2008/1,Noturno,104,608,Cancelamento menos 20% créditos 2 semestres,Vestibular,Feminino
2008/1,Noturno,104,609,Término,Vestibular,Masculino
2008/1,Noturno,104,610,Término,Vestibular,Masculino
2008/1,Noturno,104,611,Término,Vestibular,Masculino
2008/1,Noturno,104,612,Término,Vestibular,Masculino
2008/1,Noturno,104,613,Cancelamento 0 crédito em dois semestres,Vestibular 3 Lista,Masculino
2008/1,Noturno,104,614,Término,Vestibular,Feminino
2008/1,Noturno,104,615,Término,Transf Externa,Feminino
2008/1,Noturno,104,616,Término,Vestibular,Feminino
2008/1,Noturno,104,617,Encerramento novo ingresso,Vestibular,Masculino
2008/1,Noturno,104,618,Término,Vestibular,Masculino
2008/1,Noturno,104,619,Término,Vestibular,Feminino
2008/1,Noturno,104,620,Término,Vestibular,Masculino
2008/1,Noturno,104,621,Término,Vestibular,Masculino
2008/1,Noturno,104,622,Término,Vestibular,Masculino
2008/1,Noturno,104,623,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2008/1,Noturno,104,624,Término,Vestibular,Masculino
2008/1,Noturno,104,625,Término,Vestibular,Masculino
2008/1,Noturno,104,626,Término,Vestibular,Masculino
2008/1,Noturno,104,627,Desistência a pedido,Vestibular,Masculino
2008/1,Noturno,104,628,Término,Vestibular,Masculino
2008/1,Noturno,104,629,Término,Vestibular,Feminino
2008/1,Noturno,104,630,Encerramento novo ingresso,Vestibular,Feminino
2008/1,Noturno,104,631,Término,Vestibular,Masculino
2008/1,Noturno,104,632,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Noturno,104,633,Término,Vestibular,Masculino
2008/1,Noturno,104,634,Cancelamento 0 crédito em dois semestres,Vestibular,Feminino
2008/1,Noturno,104,635,Término,Vestibular 3 Lista,Masculino
2008/1,Noturno,104,636,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2008/1,Noturno,104,637,Término,Vestibular,Masculino
2008/1,Noturno,104,638,Término,Vestibular,Masculino
2008/1,Noturno,104,639,Término,Vestibular,Masculino
2008/1,Noturno,104,640,Transferência USP,Vestibular,Masculino
2008/1,Noturno,104,641,Término,Vestibular,Masculino
2008/1,Noturno,104,642,Desistência a pedido,Vestibular,Masculino
2008/1,Noturno,104,643,Término,Vestibular,Feminino
2008/1,Noturno,104,644,Término,Vestibular,Feminino
2008/1,Noturno,104,645,Cancelamento menos 20% créditos 2 semestres,Transf USP,Masculino
2008/1,Noturno,104,646,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2008/1,Noturno,104,647,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Noturno,104,648,Término,Vestibular,Masculino
2008/1,Noturno,104,649,Cancelamento 0 crédito em dois semestres,Transf USP,Feminino
2008/1,Noturno,104,650,Cancelamento menos 20% dos créditos,Vestibular 2 Lista,Masculino
2008/1,Noturno,104,651,Término,Vestibular,Masculino
2008/1,Noturno,104,652,Término,Transf Externa,Masculino
2008/1,Noturno,104,653,Término,Vestibular,Masculino
2008/1,Noturno,104,654,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2008/1,Noturno,104,655,Término,Vestibular,Feminino
2008/1,Noturno,104,656,Término,Vestibular,Masculino
2008/1,Noturno,104,657,Término,Vestibular,Masculino
2008/1,Noturno,104,658,Trancado,Vestibular,Masculino
2008/1,Noturno,104,659,Encerramento novo ingresso,Vestibular,Masculino
2008/1,Noturno,104,660,Ingressante sem Frequência,Vestibular,Masculino
2008/1,Noturno,104,661,Término,Vestibular,Masculino
2008/1,Noturno,104,662,Término,Vestibular,Masculino
2008/1,Noturno,104,663,Término,Vestibular,Masculino
2008/1,Noturno,104,664,Término,Vestibular,Masculino
2008/1,Noturno,104,665,Término,Vestibular,Masculino
2008/1,Noturno,104,666,Cancelamento menos 20% créditos 2 semestres,Vestibular,Feminino
2008/1,Noturno,104,667,Término,Transf USP,Feminino
2008/1,Noturno,104,668,Cancelamento trancamento 4 semestres,Vestibular,Feminino
2008/1,Noturno,104,669,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Noturno,104,670,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2008/1,Noturno,104,671,Término,Vestibular,Masculino
2008/1,Noturno,104,672,Término,Vestibular,Feminino
2008/1,Noturno,104,673,Término,Vestibular,Masculino
2008/1,Noturno,104,674,Cancelamento 0 crédito em dois semestres,Vestibular,Feminino
2008/1,Noturno,104,675,Término,Vestibular,Masculino
2008/1,Noturno,104,676,Cancelamento 0 crédito em dois semestres,Vestibular 3 Lista,Masculino
2008/1,Noturno,104,677,Término,Vestibular 2 Lista,Masculino
2008/1,Noturno,104,678,Término,Vestibular,Masculino
2008/1,Noturno,104,679,Término,Vestibular,Masculino
2008/1,Noturno,104,680,Término,Vestibular,Masculino
2008/1,Noturno,104,681,Término,Vestibular,Masculino
2008/1,Noturno,104,682,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2008/1,Noturno,104,683,Término,Vestibular,Masculino
2008/1,Noturno,104,684,Término,Vestibular,Masculino
2008/1,Noturno,104,685,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,686,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,687,Desistência a pedido,Vestibular,Masculino
2008/1,Noturno,104,688,Término,Vestibular,Masculino
2008/1,Noturno,104,689,Término,Vestibular,Masculino
2008/1,Noturno,104,690,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Noturno,104,691,Desistência a pedido,Vestibular,Masculino
2008/1,Noturno,104,692,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Noturno,104,693,Término,Vestibular,Masculino
2008/1,Noturno,104,694,Cancelamento menos 20% dos créditos,Vestibular 2 Lista,Masculino
2008/1,Noturno,104,695,Abandono 2 semestres sem matrícula,Vestibular 2 Lista,Feminino
2008/1,Noturno,104,696,Término,Vestibular,Feminino
2008/1,Noturno,104,697,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2008/1,Noturno,104,698,Cancelamento ultrapassou prazo máximo,Vestibular 2 Lista,Masculino
2008/1,Noturno,104,699,Término,Vestibular,Masculino
2008/1,Noturno,104,700,Término,Vestibular,Feminino
2008/1,Noturno,104,701,Término,Vestibular,Masculino
2008/1,Noturno,104,702,Término,Vestibular,Masculino
2008/1,Noturno,104,703,Desistência a pedido,Vestibular,Masculino
2008/1,Noturno,104,704,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,705,Encerramento novo ingresso,Vestibular,Masculino
2008/1,Noturno,104,706,Desistência a pedido,Vestibular,Masculino
2008/1,Noturno,104,707,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,708,Término,Vestibular,Masculino
2008/1,Noturno,104,709,Término,Vestibular,Masculino
2008/1,Noturno,104,710,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,711,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2008/1,Noturno,104,712,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2009/1,Diurno,102,713,Término,Vestibular,Masculino
2009/1,Diurno,102,714,Transferência USP,Vestibular,Feminino
2009/1,Diurno,102,715,Cancelamento trancamento 4 semestres,Transf USP,Feminino
2009/1,Diurno,102,716,Desistência a pedido,Transf USP,Feminino
2009/1,Diurno,102,717,Ingressante sem Frequência,Vestibular,Masculino
2009/1,Diurno,102,718,Cancelamento trancamento 4 semestres,Transf USP,Masculino
2009/1,Diurno,102,719,Término,Vestibular,Masculino
2009/1,Diurno,102,720,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2009/1,Diurno,102,721,Término,Vestibular,Feminino
2009/1,Diurno,102,722,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Diurno,102,723,Cancelamento 0 crédito em dois semestres,Transf USP,Masculino
2009/1,Diurno,102,724,Abandono 2 semestres sem matrícula,Transf USP,Masculino
2009/1,Diurno,102,725,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Diurno,102,726,Término,Transf Externa,Masculino
2009/1,Diurno,102,727,Término,Vestibular,Feminino
2009/1,Diurno,102,728,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2009/1,Diurno,102,729,Término,Vestibular,Masculino
2009/1,Diurno,102,730,Término,Vestibular 2 Lista,Masculino
2009/1,Diurno,102,731,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Diurno,102,732,Término,Vestibular,Masculino
2009/1,Diurno,102,733,Término,Vestibular,Masculino
2009/1,Diurno,102,734,Término,Vestibular,Masculino
2009/1,Diurno,102,735,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2009/1,Diurno,102,736,Término,Vestibular,Masculino
2009/1,Diurno,102,737,Término,Vestibular 2 Lista,Masculino
2009/1,Diurno,102,738,Término,Vestibular,Masculino
2009/1,Diurno,102,739,Término,Vestibular,Feminino
2009/1,Diurno,102,740,Término,Transf USP,Feminino
2009/1,Diurno,102,741,Término,Transf USP,Feminino
2009/1,Diurno,102,742,Desistência a pedido,Vestibular,Masculino
2009/1,Diurno,102,743,Cancelamento menos 20% créditos 2 semestres,Vestibular 3 Lista,Masculino
2009/1,Diurno,102,744,Término,Vestibular,Masculino
2009/1,Diurno,102,745,Cancelamento trancamento 4 semestres,Transf Externa,Masculino
2009/1,Diurno,102,746,Término,Vestibular,Feminino
2009/1,Diurno,102,747,Término,Vestibular,Feminino
2009/1,Diurno,102,748,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Diurno,102,749,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Diurno,102,750,Término,Vestibular,Feminino
2009/1,Diurno,102,751,Término,Vestibular,Masculino
2009/1,Diurno,102,752,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2009/1,Diurno,102,753,Transferência USP,Vestibular 3 Lista,Masculino
2009/1,Diurno,102,754,Término,Transf USP,Masculino
2009/1,Diurno,102,755,Término,Vestibular,Masculino
2009/1,Diurno,102,756,Término,Vestibular 3 Lista,Feminino
2009/1,Diurno,102,757,Término,Vestibular,Feminino
2009/1,Diurno,102,758,Término,Vestibular 2 Lista,Masculino
2009/1,Diurno,102,759,Término,Vestibular 3 Lista,Masculino
2009/1,Diurno,102,760,Desistência a pedido,Vestibular,Masculino
2009/1,Diurno,102,761,Término,Vestibular 2 Lista,Masculino
2009/1,Diurno,102,762,Término,Vestibular 2 Lista,Feminino
2009/1,Diurno,102,763,Término,Vestibular 2 Lista,Feminino
2009/1,Diurno,102,764,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2009/1,Diurno,102,765,Término,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,766,Término,Vestibular,Feminino
2009/1,Noturno,104,767,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2009/1,Noturno,104,768,Término,Vestibular,Masculino
2009/1,Noturno,104,769,Término,Vestibular,Masculino
2009/1,Noturno,104,770,Término,Vestibular,Masculino
2009/1,Noturno,104,771,Término,Transf Externa,Masculino
2009/1,Noturno,104,772,Término,Vestibular,Masculino
2009/1,Noturno,104,773,Término,Vestibular,Masculino
2009/1,Noturno,104,774,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Noturno,104,775,Término,Vestibular,Feminino
2009/1,Noturno,104,776,Desistência a pedido,Vestibular,Feminino
2009/1,Noturno,104,777,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,778,Cancelamento menos 20% créditos 2 semestres,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,779,Término,Vestibular,Masculino
2009/1,Noturno,104,780,Término,Vestibular,Masculino
2009/1,Noturno,104,781,Abandono 3 semestres sem matrícula,Vestibular,Masculino
2009/1,Noturno,104,782,Transferência USP,Vestibular,Masculino
2009/1,Noturno,104,783,Término,Vestibular,Masculino
2009/1,Noturno,104,784,Término,Transf Externa,Masculino
2009/1,Noturno,104,785,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Noturno,104,786,Término,Vestibular,Masculino
2009/1,Noturno,104,787,Término,Vestibular,Feminino
2009/1,Noturno,104,788,Término,Vestibular,Feminino
2009/1,Noturno,104,789,Término,Vestibular,Masculino
2009/1,Noturno,104,790,Término,Vestibular,Masculino
2009/1,Noturno,104,791,Término,Vestibular,Masculino
2009/1,Noturno,104,792,Abandono 2 semestres sem matrícula,Vestibular 2 Lista,Feminino
2009/1,Noturno,104,793,Cancelamento ultrapassou prazo máximo,Vestibular,Feminino
2009/1,Noturno,104,794,Término,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,795,Término,Vestibular,Masculino
2009/1,Noturno,104,796,Término,Vestibular,Masculino
2009/1,Noturno,104,797,Término,Vestibular,Masculino
2009/1,Noturno,104,798,Transferência USP,Vestibular,Masculino
2009/1,Noturno,104,799,Término,Vestibular,Masculino
2009/1,Noturno,104,800,Término,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,801,Cancelamento 0 crédito em dois semestres,Transf USP,Masculino
2009/1,Noturno,104,802,Término,Vestibular,Masculino
2009/1,Noturno,104,803,Término,Vestibular,Masculino
2009/1,Noturno,104,804,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2009/1,Noturno,104,805,Término,Vestibular,Masculino
2009/1,Noturno,104,806,Término,Vestibular,Masculino
2009/1,Noturno,104,807,Término,Vestibular,Masculino
2009/1,Noturno,104,808,Transferência USP,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,809,Cancelamento trancamento 5 semestres,Vestibular,Masculino
2009/1,Noturno,104,810,Transferência USP,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,811,Término,Vestibular,Masculino
2009/1,Noturno,104,812,Término,Vestibular,Masculino
2009/1,Noturno,104,813,Término,Vestibular,Masculino
2009/1,Noturno,104,814,Encerramento novo ingresso,Vestibular,Masculino
2009/1,Noturno,104,815,Término,Vestibular,Masculino
2009/1,Noturno,104,816,Término,Vestibular,Masculino
2009/1,Noturno,104,817,Término,Vestibular,Masculino
2009/1,Noturno,104,818,Término,Vestibular,Masculino
2009/1,Noturno,104,819,Término,Vestibular,Masculino
2009/1,Noturno,104,820,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2009/1,Noturno,104,821,Término,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,822,Cancelamento trancamento 4 semestres,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,823,Término,Vestibular,Masculino
2009/1,Noturno,104,824,Término,Vestibular,Masculino
2009/1,Noturno,104,825,Transferência USP,Vestibular,Masculino
2009/1,Noturno,104,826,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2009/1,Noturno,104,827,Término,Vestibular,Masculino
2009/1,Noturno,104,828,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2009/1,Noturno,104,829,Término,Vestibular,Feminino
2009/1,Noturno,104,830,Cancelamento menos 20% dos créditos,Vestibular,Masculino
2009/1,Noturno,104,831,Ingressante sem Frequência,Vestibular,Feminino
2009/1,Noturno,104,832,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
